hall_id,hall_name,residence_type,building_id,number_of_floors,room_number,room_id,floor_number,floor_plan,room_type,max_room_occupancy,distance_from_student_center,average_room_size,room_contract_type,is_aircooled,has_vending_machine,has_laundry,has_main_lounge,has_floor_lounge,has_tv_in_building,has_recreational_activities,has_wardrobe,has_accessibility_ramps,has_private_bathroom,price
JS,Judson Suites,Suite,,4,4205,4205-F,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4206,4206-A,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4206,4206-B,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4206,4206-C,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4206,4206-D,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4206,4206-E,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4206,4206-F,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4207,4207-A,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4207,4207-B,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4207,4207-C,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4207,4207-D,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4207,4207-E,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4207,4207-F,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4208,4208-A,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4208,4208-B,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4208,4208-C,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4208,4208-D,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4208,4208-E,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4208,4208-F,2,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4301,4301-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4301,4301-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4301,4301-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4301,4301-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4301,4301-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4301,4301-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4302,4302-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4302,4302-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4302,4302-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4302,4302-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4302,4302-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4302,4302-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4303,4303-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4303,4303-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4303,4303-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4303,4303-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4303,4303-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4303,4303-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4304,4304-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4304,4304-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4304,4304-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4304,4304-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4304,4304-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4304,4304-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4305,4305-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4305,4305-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4305,4305-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4305,4305-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4305,4305-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4305,4305-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4306,4306-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4306,4306-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4306,4306-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4306,4306-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4306,4306-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4306,4306-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4307,4307-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4307,4307-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4307,4307-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4307,4307-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4307,4307-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4307,4307-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4308,4308-A,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4308,4308-B,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4308,4308-C,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4308,4308-D,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4308,4308-E,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4308,4308-F,3,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4401,4401-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4401,4401-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4401,4401-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4401,4401-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4401,4401-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4401,4401-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4402,4402-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4402,4402-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4402,4402-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4402,4402-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4402,4402-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4402,4402-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4403,4403-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4403,4403-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4403,4403-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4403,4403-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4403,4403-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4403,4403-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4404,4404-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4404,4404-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4404,4404-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4404,4404-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4404,4404-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4404,4404-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4405,4405-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4405,4405-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4405,4405-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4405,4405-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4405,4405-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4405,4405-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4406,4406-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4406,4406-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4406,4406-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4406,4406-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4406,4406-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4406,4406-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4407,4407-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4407,4407-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4407,4407-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4407,4407-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4407,4407-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4407,4407-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4408,4408-A,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4408,4408-B,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4408,4408-C,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4408,4408-D,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4408,4408-E,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
JS,Judson Suites,Suite,,4,4408,4408-F,4,Traditional Double,3 Bedroom(s),6,0.2 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,1,1,1,1,0,1,0,1,10072
MH,Mattia Hall,Traditional Residence Hall,,4,101,101-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,102,102-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,103,103-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,104,104-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,105,105-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,106,106-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,107,107-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,108,108-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,109,109-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,110,110-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,111,111-A,1,Traditional Single,1 Bedroom(s),1,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,112,112-A,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,112,112-B,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,113,113-A,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,113,113-B,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,114,114-A,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,114,114-B,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,115,115-A,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,115,115-B,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
MH,Mattia Hall,Traditional Residence Hall,,4,116,116-A,1,Traditional Double,1 Bedroom(s),2,0.3 miles,216 sqft,Undergraduate Academic Year (Two Semesters),1,1,0,1,1,0,0,1,0,0,8110
