RUID,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
338266141,['RA' 'SA' 'BS'],Apartment,1,0,1,8000-11000,12000
811312761,['CS' 'AH' 'SA'],Suite,1,1,1,4000-6000,7000
351316970,['NCA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
277391295,['RA' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000
800360967,['BS' 'TS' 'MS'],Suite,1,1,1,8000-11000,12000
779252484,['MRS' 'AH' 'JS'],Apartment,1,1,0,4000-6000,7000
743924271,['SA' 'JS' 'MZH'],Apartment,1,1,1,6000-8000,9000
288118933,['SA' 'NCA' 'WS'],Suite,1,1,1,4000-6000,7000
881387970,['JS' 'NCA' 'CS'],Suite,1,0,1,4000-6000,7000
845575051,['BS' 'MH' 'SA'],Suite,1,1,1,4000-6000,7000
389454575,['RA' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,12000
617245174,['SA' 'MS' 'MZH'],Apartment,1,1,1,8000-11000,12000
175375094,['NCA' 'JS' 'MH'],Apartment,1,1,1,4000-6000,7000
600011609,['MH' 'AH' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
345601918,['TS' 'BS' 'BH'],Apartment,1,1,1,8000-11000,12000
749553266,['BH' 'MS' 'BS'],Apartment,1,1,0,6000-8000,9000
850262097,['TS' 'BH' 'NCA'],Suite,1,1,1,8000-11000,12000
541609592,['MS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,12000
995984719,['BS' 'CS' 'WS'],Apartment,1,1,1,6000-8000,9000
218467051,['JS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
240681396,['BS' 'CS' 'NCA'],Suite,1,1,1,8000-11000,12000
632118688,['BS' 'RA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
425603845,['MH' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000
173522396,['NCA' 'RA' 'MH'],Apartment,1,1,1,6000-8000,9000
885970433,['CS' 'SA' 'WS'],Suite,1,1,1,6000-8000,9000
781381613,['BS' 'MS' 'SA'],Apartment,1,1,1,6000-8000,9000
289793143,['RA' 'JS' 'NCA'],Apartment,1,1,1,8000-11000,12000
458225096,['BH' 'BS' 'TS'],Suite,1,1,1,8000-11000,12000
281612642,['SA' 'BS' 'CS'],Apartment,1,1,1,6000-8000,9000
694997916,['WS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000
503884300,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
423201589,['MZH' 'AH' 'BS'],Suite,1,1,1,8000-11000,12000
758097918,['BH' 'BS' 'RA'],Apartment,1,1,1,4000-6000,7000
505009206,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
983316819,['SA' 'WS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
375125794,['WS' 'NCA' 'SA'],Suite,1,1,1,6000-8000,9000
904262493,['BS' 'MH' 'NCA'],Suite,1,1,1,8000-11000,12000
230902637,['BS' 'BH' 'MZH'],Suite,1,1,1,8000-11000,12000
332790009,['BS' 'SA' 'MZH'],Apartment,1,1,1,8000-11000,12000
475668286,['JS' 'NCA' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
975346360,['BS' 'MS' 'JS'],Suite,1,1,1,8000-11000,12000
526217800,['MH' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
355989517,['SA' 'BH' 'RA'],Suite,1,1,1,8000-11000,12000
923329630,['MS' 'BS' 'BH'],Suite,1,1,1,6000-8000,9000
630823011,['SA' 'MS' 'BS'],Suite,1,1,1,6000-8000,9000
681760057,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000
839989136,['NCA' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000
981270286,['CS' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,9000
113605299,['RA' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
178484882,['NCA' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
859481530,['NCA' 'RA' 'CS'],Apartment,1,1,1,8000-11000,12000
500667599,['JS' 'NCA' 'MH'],Apartment,1,1,1,4000-6000,7000
769373754,['NCA' 'RA' 'BS'],Suite,1,1,1,8000-11000,12000
628293495,['BS' 'MZH' 'MRS'],Traditional Residence Hall,1,1,1,6000-8000,9000
701872997,['NCA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,7000
280675721,['MS' 'MRS' 'JS'],Suite,1,1,1,4000-6000,7000
378971387,['MS' 'MH' 'SA'],Suite,1,1,1,8000-11000,12000
617293526,['CS' 'MH' 'MS'],Suite,1,1,1,6000-8000,9000
742544714,['JS' 'WS' 'BS'],Apartment,1,1,1,8000-11000,12000
297294805,['BS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
167213316,['MZH' 'RA' 'MS'],Apartment,1,1,1,6000-8000,9000
326362853,['MRS' 'BS' 'CS'],Apartment,1,0,1,8000-11000,12000
461625325,['AH' 'MS' 'MZH'],Suite,1,1,1,8000-11000,12000
354450256,['NCA' 'RA' 'MH'],Apartment,1,1,1,6000-8000,9000
931246376,['SA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,7000
527507680,['MS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000
765957460,['RA' 'MH' 'BS'],Apartment,1,1,1,8000-11000,12000
207341201,['BS' 'TS' 'AH'],Apartment,1,1,0,8000-11000,12000
628774560,['MRS' 'AH' 'RA'],Suite,1,1,1,8000-11000,12000
371250608,['BS' 'RA' 'MS'],Apartment,1,0,1,8000-11000,12000
806211417,['SA' 'BS' 'TS'],Suite,1,1,1,4000-6000,7000
508325503,['SA' 'WS' 'NCA'],Suite,1,1,1,8000-11000,12000
909375509,['NCA' 'JS' 'BS'],Suite,1,1,1,8000-11000,12000
216609245,['BS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,7000
446212720,['MH' 'BS' 'NCA'],Apartment,1,0,1,4000-6000,7000
910223465,['BS' 'NCA' 'BH'],Apartment,1,1,1,8000-11000,12000
570388132,['MS' 'MRS' 'RA'],Suite,1,1,1,8000-11000,12000
250145842,['NCA' 'BS' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
338566555,['MZH' 'SA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
245003256,['CS' 'BS' 'WS'],Suite,1,1,1,6000-8000,9000
582250803,['SA' 'NCA' 'MH'],Apartment,1,1,0,8000-11000,12000
883192000,['MS' 'TS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000
758742679,['SA' 'MRS' 'RA'],Suite,1,1,1,8000-11000,12000
294888788,['BS' 'WS' 'RA'],Apartment,1,1,1,8000-11000,12000
502647216,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,0,1,6000-8000,9000
616442462,['SA' 'MS' 'BS'],Suite,1,1,1,4000-6000,7000
544055343,['BS' 'MS' 'MH'],Suite,1,1,1,4000-6000,7000
143886791,['CS' 'JS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,9000
830605717,['SA' 'MH' 'NCA'],Suite,1,1,1,8000-11000,12000
117563058,['RA' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,7000
591322537,['NCA' 'WS' 'RA'],Suite,1,1,1,8000-11000,12000
203440909,['SA' 'MS' 'JS'],Apartment,1,1,1,8000-11000,12000
316495685,['CS' 'MS' 'TS'],Apartment,1,1,1,4000-6000,7000
536617216,['NCA' 'RA' 'AH'],Apartment,1,1,1,6000-8000,9000
881767664,['SA' 'RA' 'MRS'],Apartment,1,1,1,6000-8000,9000
402304429,['BS' 'AH' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,7000
863139651,['NCA' 'MRS' 'MS'],Suite,1,1,1,6000-8000,9000
179623352,['NCA' 'SA' 'MS'],Suite,1,1,0,4000-6000,7000
118395035,['AH' 'MZH' 'SA'],Suite,1,1,1,8000-11000,12000
333751117,['WS' 'CS' 'JS'],Apartment,1,1,1,8000-11000,12000
404783945,['RA' 'MZH' 'BS'],Apartment,1,1,1,6000-8000,9000
165987355,['WS' 'BH' 'NCA'],Suite,1,1,1,4000-6000,7000
639190389,['MH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
966891536,['NCA' 'SA' 'BS'],Apartment,1,0,1,8000-11000,12000
449558716,['CS' 'MH' 'RA'],Suite,1,1,0,4000-6000,7000
484798610,['AH' 'MS' 'MH'],Suite,1,1,1,8000-11000,12000
971144442,['NCA' 'MS' 'TS'],Suite,1,1,1,8000-11000,12000
856877521,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
138620691,['NCA' 'WS' 'TS'],Apartment,1,1,1,6000-8000,9000
956855255,['NCA' 'MZH' 'BS'],Suite,1,1,1,4000-6000,7000
161637007,['MH' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
969045061,['CS' 'SA' 'WS'],Suite,1,1,1,8000-11000,12000
968293389,['SA' 'MH' 'BS'],Suite,1,1,1,8000-11000,12000
559842214,['NCA' 'BS' 'WS'],Suite,1,0,1,6000-8000,9000
562020729,['NCA' 'BS' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,7000
884621327,['MH' 'MS' 'JS'],Suite,1,1,1,8000-11000,12000
142962695,['MS' 'JS' 'MH'],Suite,1,1,1,6000-8000,9000
987741475,['RA' 'JS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,12000
589437256,['MS' 'SA' 'BS'],Apartment,1,0,1,6000-8000,9000
531659482,['MS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
604974368,['BS' 'MS' 'SA'],Suite,1,1,1,8000-11000,12000
406540551,['SA' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,12000
783244444,['MRS' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,7000
456131248,['MZH' 'AH' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
614334269,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000
589879196,['MH' 'SA' 'JS'],Suite,1,1,1,8000-11000,12000
531342157,['SA' 'MRS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
939009429,['MS' 'SA' 'BH'],Apartment,1,1,1,6000-8000,9000
298995148,['RA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000
588408975,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
297062322,['BS' 'NCA' 'MZH'],Apartment,1,1,1,8000-11000,12000
673088630,['SA' 'WS' 'RA'],Suite,1,1,1,8000-11000,12000
195679272,['RA' 'MH' 'MZH'],Apartment,1,1,1,8000-11000,12000
476988447,['SA' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000
447505348,['BS' 'RA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
965387958,['SA' 'BS' 'WS'],Suite,1,1,1,8000-11000,12000
680826444,['SA' 'MS' 'RA'],Suite,1,1,1,6000-8000,9000
886692619,['WS' 'RA' 'MRS'],Suite,1,1,0,4000-6000,7000
264413757,['RA' 'BS' 'AH'],Suite,1,0,1,8000-11000,12000
666198096,['MH' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
625038353,['SA' 'MS' 'NCA'],Apartment,1,1,1,4000-6000,7000
565224372,['SA' 'NCA' 'RA'],Traditional Residence Hall,1,1,0,8000-11000,12000
642645197,['MRS' 'WS' 'NCA'],Suite,1,1,1,8000-11000,12000
763186123,['RA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000
489285433,['BS' 'RA' 'AH'],Apartment,1,1,0,4000-6000,7000
314570754,['BS' 'MH' 'MS'],Apartment,1,1,1,4000-6000,7000
446116756,['NCA' 'BS' 'AH'],Apartment,1,0,1,8000-11000,12000
411953369,['TS' 'BS' 'MZH'],Suite,1,1,1,4000-6000,7000
199519001,['NCA' 'MRS' 'SA'],Apartment,1,1,1,4000-6000,7000
691536726,['SA' 'BS' 'BH'],Suite,1,1,1,8000-11000,12000
329708882,['NCA' 'CS' 'BS'],Apartment,1,1,1,4000-6000,7000
511630942,['AH' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000
213742093,['MS' 'TS' 'RA'],Suite,1,1,1,8000-11000,12000
575006108,['SA' 'BS' 'RA'],Suite,1,0,1,4000-6000,7000
752702109,['BS' 'SA' 'MH'],Apartment,1,0,1,8000-11000,12000
370083892,['WS' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000
456036278,['MH' 'RA' 'SA'],Suite,1,1,1,6000-8000,9000
595792762,['NCA' 'RA' 'WS'],Suite,1,1,1,4000-6000,7000
355142348,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
791928045,['SA' 'BS' 'AH'],Suite,1,1,1,8000-11000,12000
312463212,['MS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
760123085,['MZH' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
400038702,['RA' 'CS' 'SA'],Suite,1,1,1,4000-6000,7000
145036445,['BS' 'MRS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
926958495,['MS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,9000
336853738,['BS' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,12000
814357804,['NCA' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000
868994986,['RA' 'WS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
856379080,['RA' 'WS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
419122264,['TS' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000
588596184,['BS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000
898116032,['BS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,7000
678031376,['RA' 'JS' 'MRS'],Suite,1,1,1,4000-6000,7000
127616206,['NCA' 'MS' 'RA'],Apartment,1,1,1,6000-8000,9000
569231237,['NCA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,7000
611505291,['BS' 'JS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
134520041,['MH' 'CS' 'MZH'],Apartment,1,1,1,8000-11000,12000
319433960,['SA' 'MZH' 'RA'],Apartment,1,1,1,8000-11000,12000
583972265,['SA' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
256916203,['RA' 'MS' 'SA'],Suite,1,1,0,8000-11000,12000
792426691,['MH' 'RA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000
245575760,['MS' 'NCA' 'MH'],Suite,1,1,1,4000-6000,7000
772033949,['BH' 'SA' 'BS'],Apartment,1,0,1,8000-11000,12000
553086703,['SA' 'MZH' 'BS'],Suite,1,1,1,4000-6000,7000
125024953,['BS' 'NCA' 'SA'],Suite,1,1,1,6000-8000,9000
120759896,['AH' 'SA' 'JS'],Suite,1,1,1,4000-6000,7000
643395246,['NCA' 'TS' 'BS'],Apartment,1,1,1,6000-8000,9000
442996082,['BS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
713011882,['BS' 'RA' 'NCA'],Suite,1,1,0,8000-11000,12000
766919150,['BH' 'MZH' 'CS'],Apartment,1,1,1,4000-6000,7000
955624905,['TS' 'MRS' 'NCA'],Suite,1,1,1,8000-11000,12000
373274278,['WS' 'MRS' 'JS'],Suite,1,1,1,8000-11000,12000
270149989,['WS' 'SA' 'RA'],Apartment,1,1,0,4000-6000,7000
753101520,['BS' 'JS' 'SA'],Apartment,1,1,1,8000-11000,12000
978445954,['RA' 'NCA' 'TS'],Suite,1,1,1,8000-11000,12000
978046965,['BS' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000
951426150,['BS' 'NCA' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
451610800,['NCA' 'MS' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,7000
758796165,['SA' 'MH' 'MS'],Suite,1,1,0,8000-11000,12000
332071049,['BS' 'BH' 'MS'],Suite,1,1,1,8000-11000,12000
454352089,['JS' 'BS' 'MS'],Apartment,1,1,1,4000-6000,7000
409715161,['MZH' 'BS' 'MH'],Apartment,1,1,1,8000-11000,12000
831764919,['BS' 'BH' 'RA'],Suite,1,1,1,8000-11000,12000
157770437,['TS' 'AH' 'SA'],Apartment,1,1,1,8000-11000,12000
672548011,['AH' 'MH' 'MZH'],Suite,1,1,1,6000-8000,9000
171012481,['CS' 'AH' 'BS'],Apartment,1,1,1,4000-6000,7000
506114859,['NCA' 'BS' 'CS'],Suite,1,1,1,8000-11000,12000
381718866,['WS' 'MRS' 'BH'],Apartment,1,1,1,8000-11000,12000
297994472,['JS' 'NCA' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000
231752634,['MS' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
997616592,['MH' 'RA' 'SA'],Suite,1,0,1,6000-8000,9000
550908020,['MS' 'NCA' 'SA'],Suite,1,1,0,8000-11000,12000
365334443,['NCA' 'WS' 'JS'],Suite,1,1,1,8000-11000,12000
220204701,['JS' 'MZH' 'SA'],Suite,1,1,1,8000-11000,12000
806941303,['AH' 'MRS' 'CS'],Apartment,1,1,1,8000-11000,12000
830622822,['RA' 'NCA' 'MZH'],Apartment,1,1,1,4000-6000,7000
144075723,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000
698958470,['BS' 'MS' 'NCA'],Apartment,1,1,1,4000-6000,7000
639560931,['BS' 'JS' 'NCA'],Suite,1,0,1,8000-11000,12000
225232805,['NCA' 'MRS' 'JS'],Apartment,1,1,1,8000-11000,12000
248919506,['SA' 'MRS' 'WS'],Apartment,1,1,1,8000-11000,12000
758147707,['SA' 'BS' 'AH'],Apartment,1,1,1,8000-11000,12000
546950623,['RA' 'WS' 'BS'],Suite,1,1,1,8000-11000,12000
712303321,['NCA' 'SA' 'MH'],Apartment,1,1,1,6000-8000,9000
227916921,['TS' 'JS' 'AH'],Apartment,1,1,1,6000-8000,9000
564396263,['BH' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,7000
676199674,['MZH' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,12000
872773681,['MZH' 'RA' 'MRS'],Apartment,1,1,1,8000-11000,12000
215188902,['RA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000
397343229,['BS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
458840935,['JS' 'RA' 'AH'],Apartment,1,1,1,8000-11000,12000
941122497,['MH' 'NCA' 'BS'],Traditional Residence Hall,1,0,1,8000-11000,12000
960027453,['MH' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
284360474,['BS' 'JS' 'MS'],Apartment,1,0,1,6000-8000,9000
756041257,['MS' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,7000
222042165,['SA' 'JS' 'TS'],Apartment,1,1,0,8000-11000,12000
138433981,['JS' 'NCA' 'WS'],Suite,1,1,1,8000-11000,12000
849566613,['RA' 'MS' 'BH'],Apartment,1,1,1,8000-11000,12000
659411029,['NCA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
536495740,['MRS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000
909699417,['MS' 'CS' 'NCA'],Traditional Residence Hall,1,0,1,8000-11000,12000
712312066,['MZH' 'SA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000
978741198,['NCA' 'JS' 'RA'],Traditional Residence Hall,1,1,0,8000-11000,12000
113193882,['BH' 'MH' 'SA'],Apartment,1,1,1,6000-8000,9000
990043362,['BS' 'MS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
517654908,['BH' 'BS' 'MZH'],Suite,1,1,0,8000-11000,12000
868092165,['MZH' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000
590138005,['TS' 'AH' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,7000
881449750,['BS' 'NCA' 'MS'],Suite,1,1,1,8000-11000,12000
256936774,['BS' 'WS' 'CS'],Suite,1,1,1,8000-11000,12000
583117422,['CS' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
269391933,['TS' 'WS' 'SA'],Apartment,1,1,1,4000-6000,7000
914269645,['BS' 'CS' 'MS'],Apartment,1,1,1,8000-11000,12000
156034072,['BS' 'MH' 'SA'],Suite,1,1,1,4000-6000,7000
529267963,['BS' 'JS' 'SA'],Suite,1,1,1,4000-6000,7000
470787842,['SA' 'TS' 'NCA'],Apartment,1,1,1,6000-8000,9000
881370192,['BS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,7000
831851619,['RA' 'BS' 'TS'],Apartment,1,1,1,4000-6000,7000
224577095,['CS' 'MH' 'BS'],Apartment,1,0,0,4000-6000,7000
241378092,['BS' 'NCA' 'MRS'],Apartment,1,1,1,8000-11000,12000
329299377,['BS' 'MH' 'MS'],Apartment,1,1,1,4000-6000,7000
449851841,['NCA' 'SA' 'AH'],Apartment,1,1,1,8000-11000,12000
453553991,['RA' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
148375222,['SA' 'NCA' 'BS'],Suite,1,1,0,8000-11000,12000
550884774,['BS' 'RA' 'SA'],Suite,1,1,1,4000-6000,7000
950557593,['BS' 'RA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
761340724,['BS' 'JS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
312161738,['CS' 'RA' 'MRS'],Suite,1,1,1,4000-6000,7000
481208947,['JS' 'MS' 'NCA'],Suite,1,1,1,6000-8000,9000
681970524,['NCA' 'MS' 'WS'],Suite,1,1,1,6000-8000,9000
533402964,['MZH' 'NCA' 'BH'],Suite,1,1,1,8000-11000,12000
923457693,['NCA' 'MH' 'MZH'],Suite,1,1,1,8000-11000,12000
134397258,['MH' 'MS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
204231433,['SA' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,12000
499666951,['MRS' 'JS' 'NCA'],Apartment,1,1,1,4000-6000,7000
720935744,['SA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
585797279,['SA' 'BS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,12000
483223182,['BS' 'BH' 'SA'],Suite,1,1,1,8000-11000,12000
360673714,['SA' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000
819583526,['BS' 'CS' 'RA'],Traditional Residence Hall,1,0,1,8000-11000,12000
548851176,['JS' 'AH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
787949534,['RA' 'BS' 'JS'],Suite,1,1,0,8000-11000,12000
206239870,['MZH' 'RA' 'MS'],Suite,1,0,1,8000-11000,12000
963175454,['RA' 'TS' 'SA'],Apartment,1,1,1,4000-6000,7000
685423346,['BS' 'JS' 'WS'],Apartment,1,1,1,6000-8000,9000
674806353,['CS' 'WS' 'MS'],Apartment,1,1,1,4000-6000,7000
441323217,['BS' 'BH' 'WS'],Apartment,1,0,1,4000-6000,7000
604930401,['NCA' 'MS' 'MZH'],Apartment,1,1,1,8000-11000,12000
501018462,['BS' 'SA' 'MH'],Apartment,1,1,1,8000-11000,12000
236266068,['MH' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
344667331,['RA' 'AH' 'TS'],Suite,1,1,1,8000-11000,12000
572485534,['SA' 'MS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
962791202,['WS' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
683943194,['CS' 'AH' 'NCA'],Suite,1,1,1,8000-11000,12000
649236506,['CS' 'BH' 'MZH'],Traditional Residence Hall,1,0,1,4000-6000,7000
265012646,['BS' 'NCA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
880909298,['RA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000
671187840,['NCA' 'MS' 'MRS'],Suite,1,1,1,8000-11000,12000
337730278,['NCA' 'MS' 'CS'],Apartment,1,1,1,8000-11000,12000
468210818,['SA' 'RA' 'MS'],Suite,1,1,1,4000-6000,7000
528701579,['WS' 'BS' 'BH'],Apartment,1,1,1,4000-6000,7000
101541349,['SA' 'MH' 'NCA'],Suite,1,1,1,4000-6000,7000
204636246,['NCA' 'CS' 'BS'],Suite,1,0,1,8000-11000,12000
837182896,['NCA' 'RA' 'MS'],Suite,1,1,1,8000-11000,12000
576970890,['BS' 'MS' 'WS'],Suite,1,1,1,8000-11000,12000
945145090,['SA' 'RA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
147242941,['MS' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,9000
532678499,['BS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000
828842905,['SA' 'NCA' 'MH'],Suite,1,1,1,6000-8000,9000
778906789,['TS' 'MRS' 'NCA'],Suite,1,1,1,6000-8000,9000
116807496,['BS' 'MH' 'MZH'],Apartment,1,1,1,8000-11000,12000
616443712,['BS' 'TS' 'RA'],Traditional Residence Hall,1,0,1,8000-11000,12000
677086511,['SA' 'NCA' 'RA'],Suite,1,1,1,4000-6000,7000
525282309,['MZH' 'BS' 'CS'],Apartment,1,1,1,8000-11000,12000
609520356,['BS' 'TS' 'MZH'],Apartment,1,0,1,4000-6000,7000
802500076,['MS' 'RA' 'MH'],Suite,1,1,1,8000-11000,12000
261479760,['MS' 'AH' 'BH'],Apartment,1,1,1,4000-6000,7000
826635682,['SA' 'MH' 'BS'],Suite,1,1,1,8000-11000,12000
743141520,['AH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,7000
724532855,['NCA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
595706846,['BS' 'RA' 'MS'],Suite,1,1,1,8000-11000,12000
283550356,['BS' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
814675140,['BS' 'CS' 'WS'],Suite,1,1,1,8000-11000,12000
195990859,['MS' 'RA' 'SA'],Suite,1,1,1,6000-8000,9000
361610445,['CS' 'NCA' 'TS'],Suite,1,1,1,4000-6000,7000
469029604,['BS' 'JS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,7000
869474270,['NCA' 'AH' 'BH'],Apartment,1,1,1,6000-8000,9000
580147547,['MZH' 'RA' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000
191588556,['CS' 'SA' 'BS'],Suite,1,1,1,6000-8000,9000
900265580,['AH' 'SA' 'JS'],Traditional Residence Hall,1,1,0,8000-11000,12000
763801719,['BS' 'SA' 'MRS'],Suite,1,1,0,8000-11000,12000
384940220,['MH' 'TS' 'AH'],Suite,1,1,1,8000-11000,12000
862540193,['SA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000
682151911,['MRS' 'WS' 'BS'],Apartment,1,0,1,8000-11000,12000
690700431,['AH' 'BS' 'MH'],Suite,1,1,1,8000-11000,12000
528424318,['NCA' 'SA' 'MS'],Apartment,1,1,1,8000-11000,12000
108958584,['TS' 'AH' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,12000
203017422,['BS' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,12000
134859840,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
833676339,['RA' 'BS' 'AH'],Apartment,1,1,1,6000-8000,9000
398061104,['MRS' 'BH' 'MS'],Suite,1,1,1,8000-11000,12000
259680876,['SA' 'MRS' 'BS'],Suite,1,1,1,8000-11000,12000
868358319,['AH' 'RA' 'MZH'],Apartment,1,1,1,8000-11000,12000
776967790,['BS' 'SA' 'MZH'],Apartment,1,1,1,6000-8000,9000
226874837,['NCA' 'TS' 'MZH'],Apartment,1,1,1,8000-11000,12000
